Issue-ID,Beschreibung,Status,Schweregrad,Story Points,Projektpfad,Art des Speicherorts,Pfad,Linie,Spalte,Incident-ID,Hilfelink,Assemblyname,Assemblyversion,Öffentlicher Schlüssel für Assembly.,Ausschnitt
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,obj\Debug\net9.0-windows7.0\Views\ConvertWindow.g.i.cs,118,49,T:System.Windows.Controls.TextBox,,,,,tbDebugOutput
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,obj\Debug\net9.0-windows7.0\Views\ConvertWindow.g.i.cs,110,48,T:System.Windows.Controls.Button,,,,,btnConvertCancel
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,obj\Debug\net9.0-windows7.0\Views\ConvertWindow.g.i.cs,102,48,T:System.Windows.Controls.Button,,,,,btnConvertStart
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,obj\Debug\net9.0-windows7.0\Views\ConvertWindow.g.i.cs,94,50,T:System.Windows.Controls.ComboBox,,,,,cbAudioQuality
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,obj\Debug\net9.0-windows7.0\Views\ConvertWindow.g.i.cs,86,50,T:System.Windows.Controls.ComboBox,,,,,cbVideoQuality
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,obj\Debug\net9.0-windows7.0\Views\ConvertWindow.g.i.cs,78,49,T:System.Windows.Controls.TextBox,,,,,tbTargetFolder
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,obj\Debug\net9.0-windows7.0\Views\ConvertWindow.g.i.cs,70,50,T:System.Windows.Controls.ComboBox,,,,,cbTargetFormat
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,obj\Debug\net9.0-windows7.0\Views\ConvertWindow.g.i.cs,62,48,T:System.Windows.Controls.Button,,,,,btnClearFiles
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,obj\Debug\net9.0-windows7.0\Views\ConvertWindow.g.i.cs,54,48,T:System.Windows.Controls.Button,,,,,btnRemoveFiles
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,obj\Debug\net9.0-windows7.0\Views\ConvertWindow.g.i.cs,46,50,T:System.Windows.Controls.DataGrid,,,,,dgFiles
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,616,8,T:System.Windows.RoutedEventArgs,,,,,"private void btnOpenTargetFolder_Click(object sender, RoutedEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,625,16,T:System.Windows.MessageBoxImage,,,,,"MessageBox.Show(""Der Zielordner existiert nicht oder ist ungültig."", ""Fehler"", MessageBoxButton.OK, MessageBoxImage.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,625,16,T:System.Windows.MessageBoxImage,,,,,"MessageBox.Show(""Der Zielordner existiert nicht oder ist ungültig."", ""Fehler"", MessageBoxButton.OK, MessageBoxImage.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,625,16,F:System.Windows.MessageBoxImage.Error,,,,,"MessageBox.Show(""Der Zielordner existiert nicht oder ist ungültig."", ""Fehler"", MessageBoxButton.OK, MessageBoxImage.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,625,16,T:System.Windows.MessageBoxButton,,,,,"MessageBox.Show(""Der Zielordner existiert nicht oder ist ungültig."", ""Fehler"", MessageBoxButton.OK, MessageBoxImage.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,625,16,T:System.Windows.MessageBoxButton,,,,,"MessageBox.Show(""Der Zielordner existiert nicht oder ist ungültig."", ""Fehler"", MessageBoxButton.OK, MessageBoxImage.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,625,16,F:System.Windows.MessageBoxButton.OK,,,,,"MessageBox.Show(""Der Zielordner existiert nicht oder ist ungültig."", ""Fehler"", MessageBoxButton.OK, MessageBoxImage.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,625,16,T:System.Windows.MessageBox,,,,,"MessageBox.Show(""Der Zielordner existiert nicht oder ist ungültig."", ""Fehler"", MessageBoxButton.OK, MessageBoxImage.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,625,16,T:System.Windows.MessageBoxResult,,,,,"MessageBox.Show(""Der Zielordner existiert nicht oder ist ungültig."", ""Fehler"", MessageBoxButton.OK, MessageBoxImage.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,625,16,"M:System.Windows.MessageBox.Show(System.String,System.String,System.Windows.MessageBoxButton,System.Windows.MessageBoxImage)",,,,,"MessageBox.Show(""Der Zielordner existiert nicht oder ist ungültig."", ""Fehler"", MessageBoxButton.OK, MessageBoxImage.Error);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,618,12,T:System.Windows.Controls.TextBox,,,,,string folder = tbTargetFolder.Text;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,618,12,P:System.Windows.Controls.TextBox.Text,,,,,string folder = tbTargetFolder.Text;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,609,8,T:System.Windows.RoutedEventArgs,,,,,"private void btnUseSavedAudioOnlyPath_Click(object sender, RoutedEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,613,16,T:System.Windows.Controls.TextBox,,,,,tbTargetFolder.Text = savedAudioPath;
